Applicant_ID,Age,Marital_Status,Dependents,Education,Employment_Type,Income,Credit_Score,Loan_Amount,Loan_Term,Existing_Debts,Property_Area,Default
LN1551,43,Single,2.0,Graduate,Business,50000.0,716.0,802000,120,9500.0,Semiurban,0
LN1552,40,Married,1.0,Graduate,Salaried,36500.0,648.0,1043000,360,10300.0,Semiurban,0
LN1553,57,Married,0.0,Graduate,Self-Employed,84500.0,711.0,1235000,360,35800.0,Semiurban,0
LN1554,36,Married,2.0,Graduate,Salaried,26500.0,721.0,603000,240,800.0,Rural,0
LN1555,34,Married,2.0,Not Graduate,Self-Employed,54500.0,743.0,521000,36,10400.0,Semiurban,0
LN1556,29,Single,0.0,Graduate,Business,93000.0,690.0,1279000,240,43500.0,Urban,0
LN1557,27,Married,0.0,Graduate,Salaried,69500.0,788.0,1231000,180,5500.0,Urban,0
LN1558,25,Married,,Graduate,Self-Employed,43000.0,,705000,240,5600.0,Semiurban,0
LN1559,28,Married,0.0,Graduate,Business,81500.0,753.0,766000,36,10200.0,Urban,0
LN1560,36,Single,2.0,Not Graduate,Business,58500.0,656.0,535000,24,11300.0,Urban,0
LN1561,40,Married,3.0,Graduate,Salaried,44500.0,573.0,887000,240,4600.0,Urban,1
LN1562,38,Single,0.0,Not Graduate,Salaried,123000.0,749.0,2601000,36,28400.0,Semiurban,0
LN1563,29,Single,2.0,Graduate,Business,53000.0,739.0,1223000,60,10100.0,Urban,0
LN1564,46,Married,0.0,Graduate,Salaried,99000.0,775.0,2458000,60,28500.0,Semiurban,1
LN1565,44,Single,1.0,Graduate,Business,23000.0,711.0,341000,24,4700.0,Rural,0
LN1566,35,Married,2.0,Graduate,Salaried,113000.0,698.0,1371000,12,52100.0,Rural,1
LN1567,30,Married,0.0,Not Graduate,Business,102500.0,639.0,2266000,360,9700.0,Urban,1
LN1568,42,Single,0.0,Not Graduate,Salaried,53500.0,756.0,978000,240,20200.0,Semiurban,0
LN1569,39,Single,1.0,Not Graduate,Salaried,67000.0,749.0,543000,240,4000.0,Semiurban,0
LN1570,23,Married,3.0,Graduate,Unemployed,22500.0,548.0,175000,36,2200.0,Semiurban,1
LN1571,36,,0.0,Graduate,Business,49500.0,773.0,839000,36,12900.0,Semiurban,0
LN1572,40,Married,0.0,Graduate,Business,91500.0,640.0,1184000,60,9200.0,Urban,0
LN1573,28,Married,0.0,Graduate,Unemployed,12500.0,,173000,60,2900.0,Rural,1
LN1574,39,Single,1.0,Not Graduate,Salaried,38000.0,827.0,777000,12,4700.0,Urban,0
LN1575,22,Single,1.0,Graduate,Salaried,91000.0,773.0,1688000,120,5800.0,Rural,0
LN1576,50,Single,2.0,Graduate,Salaried,113000.0,711.0,2484000,360,22000.0,Semiurban,0
LN1577,49,Married,2.0,Not Graduate,Salaried,40000.0,736.0,96000,84,2400.0,Urban,0
LN1578,34,Single,3.0,Graduate,Salaried,42500.0,714.0,660000,60,6000.0,Rural,0
LN1579,41,Single,2.0,Graduate,Business,52000.0,489.0,945000,60,7200.0,Urban,1
LN1580,21,Single,0.0,Graduate,Salaried,74500.0,635.0,361000,24,25600.0,Rural,0
LN1581,25,Married,1.0,Graduate,Salaried,34000.0,685.0,342000,36,6200.0,Semiurban,0
LN1582,34,Married,0.0,Graduate,Salaried,72000.0,687.0,645000,60,28100.0,Urban,0
LN1583,26,Married,0.0,Graduate,Salaried,79500.0,727.0,1123000,60,9400.0,Urban,0
LN1584,44,Married,3.0,Graduate,Salaried,64000.0,805.0,1521000,84,27300.0,Rural,0
LN1585,57,Married,2.0,Not Graduate,Self-Employed,84500.0,696.0,2208000,180,21100.0,Urban,0
LN1586,25,Married,3.0,Not Graduate,Salaried,38000.0,612.0,346000,36,,Rural,1
LN1587,29,Single,1.0,Graduate,Self-Employed,45000.0,705.0,772000,12,5000.0,Rural,1
LN1588,39,Married,1.0,Graduate,Business,,665.0,755000,12,,Semiurban,1
LN1589,53,Single,1.0,Graduate,Self-Employed,102000.0,709.0,1665000,36,27600.0,Urban,0
LN1590,25,Married,0.0,Graduate,Self-Employed,33000.0,649.0,541000,84,3100.0,Semiurban,0
LN1591,39,Single,0.0,Graduate,Salaried,75500.0,887.0,1195000,180,29100.0,Rural,0
LN1592,55,Married,1.0,Graduate,Salaried,71500.0,564.0,1725000,240,4900.0,Urban,0
LN1593,21,Married,0.0,Graduate,Salaried,31500.0,655.0,649000,84,1500.0,Urban,0
LN1594,24,Single,3.0,Graduate,,13000.0,579.0,99000,60,1400.0,Urban,1
LN1595,33,Divorced,0.0,Graduate,Self-Employed,100500.0,644.0,1887000,36,46100.0,Semiurban,1
LN1596,32,,0.0,Graduate,Salaried,65500.0,777.0,1268000,60,,Rural,0
LN1597,45,Married,2.0,Not Graduate,Salaried,33500.0,768.0,532000,60,,Semiurban,0
LN1598,39,Single,0.0,Graduate,Business,80500.0,699.0,1673000,240,27300.0,Semiurban,0
LN1599,21,Single,3.0,Graduate,Self-Employed,42500.0,652.0,643000,60,7900.0,Urban,1
